GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH1OE001,AH1OE002,AH1OE003,AH1OE004,AH1OE005,AH1OE006,AH1OE007,AH1OE008,AH1OE009,AH1OE010,AH1OE011,AH1OE012,AH1OE013,AH1OE014,AH1OE015,AH1OE016,AH1OE017,NAME_M,AH1OM001,AH1OM002,AH1OM003,AH1OM004,AH1OM005,AH1OM006,AH1OM007,AH1OM008,AH1OM009,AH1OM010,AH1OM011,AH1OM012,AH1OM013,AH1OM014,AH1OM015,AH1OM016,AH1OM017
"G12006900312041","2013-2017",,,"Florida","12","Lake County","069",,,"031204","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 312.04, Lake County, Florida",2899,115,63,120,143,97,181,188,159,94,260,266,731,372,68,42,0,"Block Group 1, Census Tract 312.04, Lake County, Florida",304,92,98,150,123,111,154,147,153,84,173,144,206,169,54,48,19
"G12006900312042","2013-2017",,,"Florida","12","Lake County","069",,,"031204","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 312.04, Lake County, Florida",575,106,0,17,54,56,0,21,42,49,14,51,28,16,70,33,18,"Block Group 2, Census Tract 312.04, Lake County, Florida",211,134,13,29,67,94,13,37,53,56,22,54,34,27,59,37,30
"G12006900312043","2013-2017",,,"Florida","12","Lake County","069",,,"031204","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 312.04, Lake County, Florida",1311,31,0,125,89,77,24,52,88,21,279,151,364,0,0,0,10,"Block Group 3, Census Tract 312.04, Lake County, Florida",226,51,13,86,101,80,41,63,126,33,177,131,167,13,13,13,24
"G12006900312051","2013-2017",,,"Florida","12","Lake County","069",,,"031205","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 312.05, Lake County, Florida",844,80,38,54,81,38,42,53,109,49,67,102,81,13,24,10,3,"Block Group 1, Census Tract 312.05, Lake County, Florida",106,44,39,39,45,28,40,41,64,39,38,50,56,16,20,22,5
"G12006900313011","2013-2017",,,"Florida","12","Lake County","069",,,"031301","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 313.01, Lake County, Florida",1122,85,30,13,53,38,37,33,89,24,103,79,236,121,37,39,105,"Block Group 1, Census Tract 313.01, Lake County, Florida",167,75,28,19,38,29,34,31,75,22,43,50,110,51,31,21,63
"G12006900313012","2013-2017",,,"Florida","12","Lake County","069",,,"031301","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 313.01, Lake County, Florida",948,10,27,56,13,43,107,0,53,20,61,67,97,103,74,111,106,"Block Group 2, Census Tract 313.01, Lake County, Florida",145,15,28,66,18,49,94,13,69,22,40,41,48,55,43,80,73
"G12006900313051","2013-2017",,,"Florida","12","Lake County","069",,,"031305","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 313.05, Lake County, Florida",884,115,50,0,14,76,184,104,24,50,88,35,63,60,0,21,0,"Block Group 1, Census Tract 313.05, Lake County, Florida",194,123,69,13,34,76,131,99,29,66,107,42,72,56,13,36,13
"G12006900313052","2013-2017",,,"Florida","12","Lake County","069",,,"031305","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 313.05, Lake County, Florida",472,91,0,72,0,18,0,50,44,13,13,0,59,52,40,0,20,"Block Group 2, Census Tract 313.05, Lake County, Florida",124,80,13,67,13,37,13,60,51,20,23,13,45,49,45,13,32
"G12006900313053","2013-2017",,,"Florida","12","Lake County","069",,,"031305","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 313.05, Lake County, Florida",604,44,0,14,17,67,34,15,0,14,144,41,79,56,23,25,31,"Block Group 3, Census Tract 313.05, Lake County, Florida",137,64,13,23,29,62,39,24,13,25,106,60,75,48,28,30,37
"G12006900313054","2013-2017",,,"Florida","12","Lake County","069",,,"031305","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 313.05, Lake County, Florida",450,26,5,70,47,0,8,23,30,0,0,147,40,13,27,14,0,"Block Group 4, Census Tract 313.05, Lake County, Florida",141,31,11,83,57,13,21,35,36,13,13,101,66,25,32,24,13
"G12006900313055","2013-2017",,,"Florida","12","Lake County","069",,,"031305","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 313.05, Lake County, Florida",599,0,192,47,28,33,35,0,27,62,37,42,46,50,0,0,0,"Block Group 5, Census Tract 313.05, Lake County, Florida",201,13,150,63,45,53,52,13,48,92,66,56,55,73,13,13,13
"G12006900313061","2013-2017",,,"Florida","12","Lake County","069",,,"031306","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 313.06, Lake County, Florida",2211,159,63,57,48,92,46,68,168,25,87,226,409,201,243,144,175,"Block Group 1, Census Tract 313.06, Lake County, Florida",151,103,39,47,45,61,38,48,92,24,48,100,116,79,110,62,95
"G12006900313071","2013-2017",,,"Florida","12","Lake County","069",,,"031307","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 313.07, Lake County, Florida",441,0,65,0,36,0,42,0,48,0,33,99,48,70,0,0,0,"Block Group 1, Census Tract 313.07, Lake County, Florida",178,13,63,13,61,13,69,13,79,13,54,119,85,81,13,13,13
"G12006900313072","2013-2017",,,"Florida","12","Lake County","069",,,"031307","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 313.07, Lake County, Florida",1429,46,42,0,49,0,173,197,134,51,340,111,116,49,88,33,0,"Block Group 2, Census Tract 313.07, Lake County, Florida",355,72,68,13,84,13,197,146,125,81,172,106,85,65,101,52,13
"G12006900313073","2013-2017",,,"Florida","12","Lake County","069",,,"031307","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 313.07, Lake County, Florida",3284,98,43,152,201,79,227,191,138,242,281,226,634,352,140,280,0,"Block Group 3, Census Tract 313.07, Lake County, Florida",484,114,70,133,169,94,217,143,132,255,182,141,381,294,121,211,19
"G12006900313074","2013-2017",,,"Florida","12","Lake County","069",,,"031307","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 313.07, Lake County, Florida",1147,39,0,0,0,36,56,0,0,0,204,168,362,158,86,38,0,"Block Group 4, Census Tract 313.07, Lake County, Florida",274,71,13,13,13,60,82,13,13,13,144,136,278,162,92,62,13
"G12006900313081","2013-2017",,,"Florida","12","Lake County","069",,,"031308","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 313.08, Lake County, Florida",2579,96,59,30,203,71,62,103,168,213,233,302,463,187,127,160,102,"Block Group 1, Census Tract 313.08, Lake County, Florida",304,77,50,36,119,59,50,59,107,93,110,126,150,104,77,83,67
"G12006900313091","2013-2017",,,"Florida","12","Lake County","069",,,"031309","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 313.09, Lake County, Florida",2751,164,56,121,100,73,99,198,175,124,229,451,519,210,50,120,62,"Block Group 1, Census Tract 313.09, Lake County, Florida",294,159,82,115,96,52,62,122,114,72,137,225,172,117,51,73,56
"G12006900313092","2013-2017",,,"Florida","12","Lake County","069",,,"031309","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 313.09, Lake County, Florida",807,19,0,95,51,22,84,25,86,0,83,111,80,49,0,72,30,"Block Group 2, Census Tract 313.09, Lake County, Florida",174,31,13,107,47,35,95,41,75,13,97,92,62,45,13,46,47
"G12006900313101","2013-2017",,,"Florida","12","Lake County","069",,,"031310","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 313.10, Lake County, Florida",989,96,0,0,56,15,20,0,39,0,125,55,169,220,177,0,17,"Block Group 1, Census Tract 313.10, Lake County, Florida",188,125,13,13,68,25,31,13,51,13,104,46,101,134,160,13,28
"G12006900313102","2013-2017",,,"Florida","12","Lake County","069",,,"031310","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 313.10, Lake County, Florida",738,22,0,0,27,0,18,50,99,14,64,159,137,46,86,16,0,"Block Group 2, Census Tract 313.10, Lake County, Florida",182,37,13,13,44,13,31,58,115,26,76,128,99,54,79,27,13
"G12006900313103","2013-2017",,,"Florida","12","Lake County","069",,,"031310","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 313.10, Lake County, Florida",2913,69,98,52,83,120,83,128,56,46,138,408,563,452,190,305,122,"Block Group 3, Census Tract 313.10, Lake County, Florida",307,69,119,63,70,94,84,154,67,51,97,167,209,192,104,184,82
"G12006900313104","2013-2017",,,"Florida","12","Lake County","069",,,"031310","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 313.10, Lake County, Florida",884,24,0,96,19,14,0,21,0,37,130,30,199,196,36,55,27,"Block Group 4, Census Tract 313.10, Lake County, Florida",212,40,13,139,32,22,13,33,13,61,97,41,131,132,44,66,42
"G12006900313111","2013-2017",,,"Florida","12","Lake County","069",,,"031311","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 313.11, Lake County, Florida",696,0,74,89,87,21,10,100,0,0,145,40,39,31,19,41,0,"Block Group 1, Census Tract 313.11, Lake County, Florida",222,13,117,107,102,34,29,115,13,13,171,39,50,54,36,67,13
"G12006900313112","2013-2017",,,"Florida","12","Lake County","069",,,"031311","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 313.11, Lake County, Florida",1875,13,68,183,26,281,270,101,112,136,283,196,52,113,0,24,17,"Block Group 2, Census Tract 313.11, Lake County, Florida",321,21,56,169,45,225,179,82,91,174,204,130,49,108,13,36,30
"G12006900313113","2013-2017",,,"Florida","12","Lake County","069",,,"031311","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 313.11, Lake County, Florida",1438,0,0,14,18,45,0,27,75,95,374,375,260,79,44,32,0,"Block Group 3, Census Tract 313.11, Lake County, Florida",347,19,19,25,29,53,19,45,118,81,250,236,165,98,56,41,19
"G12006900313114","2013-2017",,,"Florida","12","Lake County","069",,,"031311","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 313.11, Lake County, Florida",2548,396,24,105,0,77,292,87,93,51,254,294,390,213,137,117,18,"Block Group 4, Census Tract 313.11, Lake County, Florida",346,262,38,118,19,76,196,79,116,89,185,164,213,133,95,122,35
"G12007100003011","2013-2017",,,"Florida","12","Lee County","071",,,"000301","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3.01, Lee County, Florida",644,11,31,17,48,13,17,36,23,39,93,68,97,51,44,23,33,"Block Group 1, Census Tract 3.01, Lee County, Florida",110,16,26,27,47,16,18,39,21,30,54,51,54,29,39,21,33
"G12007100003012","2013-2017",,,"Florida","12","Lee County","071",,,"000301","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3.01, Lee County, Florida",309,45,18,0,17,31,73,0,16,11,22,18,22,28,0,8,0,"Block Group 2, Census Tract 3.01, Lee County, Florida",77,45,19,13,27,36,55,13,18,17,21,19,27,34,13,12,13
"G12007100003013","2013-2017",,,"Florida","12","Lee County","071",,,"000301","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3.01, Lee County, Florida",397,112,0,32,23,68,6,59,24,0,41,22,0,10,0,0,0,"Block Group 3, Census Tract 3.01, Lee County, Florida",103,65,13,39,35,55,9,53,26,13,41,36,13,15,13,13,13
"G12007100003014","2013-2017",,,"Florida","12","Lee County","071",,,"000301","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3.01, Lee County, Florida",349,28,36,0,31,46,45,8,23,75,21,8,20,0,0,0,8,"Block Group 4, Census Tract 3.01, Lee County, Florida",89,36,37,13,34,38,34,14,24,43,19,15,18,13,13,13,11
"G12007100003021","2013-2017",,,"Florida","12","Lee County","071",,,"000302","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3.02, Lee County, Florida",262,24,47,23,9,36,14,12,0,18,26,0,40,0,0,0,13,"Block Group 1, Census Tract 3.02, Lee County, Florida",73,37,41,27,14,36,21,13,13,29,19,13,37,13,13,13,21
"G12007100003022","2013-2017",,,"Florida","12","Lee County","071",,,"000302","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3.02, Lee County, Florida",329,32,43,0,52,25,31,22,37,15,18,18,26,5,0,5,0,"Block Group 2, Census Tract 3.02, Lee County, Florida",82,31,37,13,45,30,38,25,31,22,29,25,34,8,13,9,13
"G12007100003023","2013-2017",,,"Florida","12","Lee County","071",,,"000302","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3.02, Lee County, Florida",633,65,108,122,67,45,46,2,61,18,29,35,13,0,22,0,0,"Block Group 3, Census Tract 3.02, Lee County, Florida",105,42,65,65,51,35,38,5,53,27,32,37,19,13,31,13,13
"G12007100003024","2013-2017",,,"Florida","12","Lee County","071",,,"000302","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3.02, Lee County, Florida",234,73,8,0,51,7,0,8,21,18,10,29,0,9,0,0,0,"Block Group 4, Census Tract 3.02, Lee County, Florida",87,65,12,13,46,11,13,13,24,19,14,30,13,14,13,13,13
"G12007100004011","2013-2017",,,"Florida","12","Lee County","071",,,"000401","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4.01, Lee County, Florida",274,14,15,44,25,5,23,18,40,5,0,60,4,16,0,0,5,"Block Group 1, Census Tract 4.01, Lee County, Florida",70,17,24,35,30,7,22,23,26,8,13,41,6,16,13,13,8
"G12007100004012","2013-2017",,,"Florida","12","Lee County","071",,,"000401","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4.01, Lee County, Florida",303,18,5,14,0,18,14,10,18,17,19,36,39,37,31,4,23,"Block Group 2, Census Tract 4.01, Lee County, Florida",61,19,7,16,13,15,17,11,15,16,15,26,25,39,32,9,22
"G12007100004013","2013-2017",,,"Florida","12","Lee County","071",,,"000401","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4.01, Lee County, Florida",208,21,15,0,36,49,5,23,5,8,4,16,20,0,0,0,6,"Block Group 3, Census Tract 4.01, Lee County, Florida",66,21,24,13,37,45,8,29,9,14,6,20,22,13,13,13,9
"G12007100004021","2013-2017",,,"Florida","12","Lee County","071",,,"000402","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4.02, Lee County, Florida",251,27,7,28,0,28,5,4,9,6,45,19,26,11,20,16,0,"Block Group 1, Census Tract 4.02, Lee County, Florida",62,29,10,23,13,29,7,8,14,9,37,27,20,12,22,24,13
"G12007100004022","2013-2017",,,"Florida","12","Lee County","071",,,"000402","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4.02, Lee County, Florida",655,47,15,24,94,47,33,57,37,50,61,68,71,22,22,7,0,"Block Group 2, Census Tract 4.02, Lee County, Florida",71,32,13,20,48,28,33,37,21,34,45,43,34,18,19,10,13
"G12007100005021","2013-2017",,,"Florida","12","Lee County","071",,,"000502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.02, Lee County, Florida",161,53,0,22,15,0,0,9,0,10,23,20,9,0,0,0,0,"Block Group 1, Census Tract 5.02, Lee County, Florida",57,39,13,29,15,13,13,18,13,15,29,24,12,13,13,13,13
"G12007100005022","2013-2017",,,"Florida","12","Lee County","071",,,"000502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.02, Lee County, Florida",272,34,0,23,36,42,16,40,0,4,27,32,18,0,0,0,0,"Block Group 2, Census Tract 5.02, Lee County, Florida",64,27,13,28,44,45,18,34,13,8,29,38,21,13,13,13,13
"G12007100005023","2013-2017",,,"Florida","12","Lee County","071",,,"000502","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.02, Lee County, Florida",280,26,53,4,52,0,0,22,24,26,12,0,13,0,0,0,48,"Block Group 3, Census Tract 5.02, Lee County, Florida",98,33,39,9,40,13,13,36,38,37,19,13,23,13,13,13,41
"G12007100005024","2013-2017",,,"Florida","12","Lee County","071",,,"000502","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5.02, Lee County, Florida",456,161,57,48,14,13,24,15,97,0,0,9,0,18,0,0,0,"Block Group 4, Census Tract 5.02, Lee County, Florida",121,118,61,40,16,20,43,18,59,13,13,14,13,28,13,13,13
"G12007100005031","2013-2017",,,"Florida","12","Lee County","071",,,"000503","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.03, Lee County, Florida",153,21,0,31,18,0,0,0,20,0,0,41,12,0,0,10,0,"Block Group 1, Census Tract 5.03, Lee County, Florida",78,25,13,36,30,13,13,13,17,13,13,58,15,13,13,16,13
"G12007100005032","2013-2017",,,"Florida","12","Lee County","071",,,"000503","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.03, Lee County, Florida",403,12,10,21,26,96,21,29,0,43,93,0,30,22,0,0,0,"Block Group 2, Census Tract 5.03, Lee County, Florida",98,18,16,25,32,56,33,44,13,52,70,13,31,25,13,13,13
"G12007100005033","2013-2017",,,"Florida","12","Lee County","071",,,"000503","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.03, Lee County, Florida",612,83,49,56,34,72,24,50,16,39,65,69,12,18,25,0,0,"Block Group 3, Census Tract 5.03, Lee County, Florida",120,60,60,49,44,57,20,41,24,36,52,56,18,28,27,13,13
"G12007100005041","2013-2017",,,"Florida","12","Lee County","071",,,"000504","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.04, Lee County, Florida",230,18,19,32,0,13,53,13,0,17,0,21,19,9,16,0,0,"Block Group 1, Census Tract 5.04, Lee County, Florida",64,15,23,35,13,21,43,15,13,26,13,29,26,13,21,13,13
"G12007100005042","2013-2017",,,"Florida","12","Lee County","071",,,"000504","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.04, Lee County, Florida",254,63,18,23,37,13,22,20,12,0,36,0,10,0,0,0,0,"Block Group 2, Census Tract 5.04, Lee County, Florida",68,46,21,20,33,20,21,31,14,13,27,13,13,13,13,13,13
"G12007100005043","2013-2017",,,"Florida","12","Lee County","071",,,"000504","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.04, Lee County, Florida",358,79,78,19,18,35,27,39,7,18,7,7,13,11,0,0,0,"Block Group 3, Census Tract 5.04, Lee County, Florida",72,46,51,17,16,31,34,31,11,28,10,10,15,12,13,13,13
"G12007100006001","2013-2017",,,"Florida","12","Lee County","071",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Lee County, Florida",167,87,38,18,24,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 6, Lee County, Florida",75,55,45,29,26,13,13,13,13,13,13,13,13,13,13,13,13
"G12007100006002","2013-2017",,,"Florida","12","Lee County","071",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6, Lee County, Florida",312,0,17,16,39,57,7,0,47,20,67,0,9,8,25,0,0,"Block Group 2, Census Tract 6, Lee County, Florida",110,13,27,19,43,45,11,13,41,31,71,13,14,14,29,13,13
"G12007100006003","2013-2017",,,"Florida","12","Lee County","071",,,"000600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6, Lee County, Florida",413,54,28,34,92,24,52,0,16,7,7,23,42,10,0,24,0,"Block Group 3, Census Tract 6, Lee County, Florida",108,63,30,40,68,30,61,13,19,12,12,34,38,16,13,37,13
"G12007100006004","2013-2017",,,"Florida","12","Lee County","071",,,"000600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6, Lee County, Florida",420,53,18,11,24,54,107,42,17,0,28,9,6,8,0,21,22,"Block Group 4, Census Tract 6, Lee County, Florida",122,48,22,19,28,49,88,50,20,13,36,14,10,12,13,31,37
"G12007100007001","2013-2017",,,"Florida","12","Lee County","071",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Lee County, Florida",293,47,23,42,41,29,43,10,20,0,13,12,0,7,0,0,6,"Block Group 1, Census Tract 7, Lee County, Florida",64,33,22,39,33,29,36,17,17,13,14,18,13,8,13,13,8
"G12007100007002","2013-2017",,,"Florida","12","Lee County","071",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Lee County, Florida",368,49,60,38,62,18,49,22,18,14,13,3,18,0,0,0,4,"Block Group 2, Census Tract 7, Lee County, Florida",75,29,38,41,36,22,43,22,21,13,13,6,21,13,13,13,6
"G12007100007003","2013-2017",,,"Florida","12","Lee County","071",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7, Lee County, Florida",179,35,26,47,4,0,8,39,0,0,0,5,15,0,0,0,0,"Block Group 3, Census Tract 7, Lee County, Florida",53,23,20,31,6,13,13,39,13,13,13,8,23,13,13,13,13
"G12007100008001","2013-2017",,,"Florida","12","Lee County","071",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8, Lee County, Florida",317,60,59,55,12,28,7,11,0,23,0,6,6,14,0,0,36,"Block Group 1, Census Tract 8, Lee County, Florida",46,36,29,26,14,27,11,12,13,18,13,8,8,12,13,13,21
"G12007100008002","2013-2017",,,"Florida","12","Lee County","071",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8, Lee County, Florida",374,27,15,33,12,6,24,12,26,18,25,9,50,10,24,12,71,"Block Group 2, Census Tract 8, Lee County, Florida",67,18,13,29,13,11,17,13,36,21,18,10,32,11,16,13,30
"G12007100008003","2013-2017",,,"Florida","12","Lee County","071",,,"000800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 8, Lee County, Florida",218,0,0,25,22,14,5,6,4,4,14,33,36,11,29,0,15,"Block Group 3, Census Tract 8, Lee County, Florida",48,13,13,32,26,13,8,9,7,6,12,22,36,12,22,13,19
"G12007100009001","2013-2017",,,"Florida","12","Lee County","071",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9, Lee County, Florida",275,0,0,0,36,11,0,0,9,0,0,22,50,47,42,18,40,"Block Group 1, Census Tract 9, Lee County, Florida",78,13,13,13,54,18,13,13,14,13,13,23,48,40,36,20,35
"G12007100009002","2013-2017",,,"Florida","12","Lee County","071",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9, Lee County, Florida",522,28,0,0,34,19,9,31,10,56,10,17,64,63,67,63,51,"Block Group 2, Census Tract 9, Lee County, Florida",100,32,13,13,33,22,13,27,15,75,16,18,39,53,60,39,37
"G12007100009003","2013-2017",,,"Florida","12","Lee County","071",,,"000900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9, Lee County, Florida",346,0,0,10,25,28,9,0,9,0,8,18,129,11,0,36,63,"Block Group 3, Census Tract 9, Lee County, Florida",60,13,13,16,40,43,16,13,14,13,13,19,61,13,13,32,41
"G12007100010001","2013-2017",,,"Florida","12","Lee County","071",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 10, Lee County, Florida",624,24,31,0,0,13,14,64,0,0,50,122,155,17,82,0,52,"Block Group 1, Census Tract 10, Lee County, Florida",172,27,36,13,13,22,22,77,13,13,52,77,135,27,78,13,51
"G12007100010002","2013-2017",,,"Florida","12","Lee County","071",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 10, Lee County, Florida",676,82,90,100,0,16,0,129,35,0,25,45,18,66,0,0,70,"Block Group 2, Census Tract 10, Lee County, Florida",193,90,79,103,13,27,13,149,32,13,39,46,25,87,13,13,94
"G12007100010003","2013-2017",,,"Florida","12","Lee County","071",,,"001000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 10, Lee County, Florida",396,0,24,0,14,12,16,0,27,11,13,26,48,83,72,18,32,"Block Group 3, Census Tract 10, Lee County, Florida",142,13,27,13,22,20,26,13,33,18,21,39,51,71,77,23,43
